rating,review
5,great guitar for both beginner and expert
5,fantastic right out of the box
5,good for the price
5,works fine as a polishing cloth
5,great polishing cloth
5,quality cloth
4,good item
3,its alright
5,quick and easy polish cloth
1,terrible leaves little fibers everywhere
5,great for my flute
5,amazing how well these work
4,very good for upkeep planet waves microfiber polish cloth photos lt not pretreated grey
3,nice cloth
5,great polish cloth
5,works great for cleaning guitar
5,great for wiping strings after use with no fuzzies
2,not what i expected
5,large cloth and nice for polishing
5,good cloth to store in cases
4,works good on silver flute
5,perfect cloth
5,polishes
3,making waves
5,great cloth
5,good microfiber material gentle on the guitar strings
5,its a cloth
5,own now really the allpurpose cloth
5,this is awesome microfiber not the treated or untreated
3,guitar polishing cloth
5,buy it
3,good not great
5,digiverbdigitech
5,digitech xdv digiverb digital reverb pedal
5,great reverb
5,great sounding reverb
4,digiverbanother reverb pedal
2,meh
5,great pedal great price
5,main squeeze
3,ok
3,not sure yet
2,noisey
5,best with clean settings
5,digitech xms main squeeze compressorsustainer guitar pedal
5,the best guitar volume pedal
5,great functionality in a wellmade pedal
5,a great volume pedal
5,just what my pedal set up needed
2,tone and volume sucker
5,a must have
5,the standard
5,perfect for heavy bass guitar
5,the best bass guitar strap ever
5,nice comfortable strap
5,oh what a relief it is
5,great guitar strap
5,great bass strap purchased of them now
5,phat strap for a comfortable jam
5,good fit
4,great for the money
5,nice and wide
5,great no more shoulder ache
5,excellent value very adjustable
5,great support for heavy guitars
5,excellent product for the price
3,good stylish strap
3,nice for the dough
1,strap not leather
5,good strap for the price
5,good little strap
3,not the awesomest design
5,mandolin support strap
5,pedal board clean up
3,great value but the description is vague
5,best effect pedal power supply out there
5,visual sound visual sound one spot adapter
4,it works great for most low power items
5,it works with no added noise
4,nice adapter
5,great for those of us with several effects pedals
4,good for the money
5,one spot adapter
4,works very well
5,best plugs for one spot
5,hooked up
5,works great to declutter workspace and receptacle
5,connected
4,when you need it this comes handy
5,visual sound one spot multiplug cable
5,perfect source of power
4,just part of my one spot arsenal
5,excelent
5,strong cable zero complaints
4,good product
5,plugs power sourcethis is a good thing
5,excellent extension
5,this is a handy piece of equipment
5,perfect
5,saves on batteries in the long run
5,work great however
2,visual sound one spot multiplug cable
5,great daisy chain
5,if you use one spot you can never have too many of these
5,great
4,works fine with my boss pedals and cry baby
5,works with danelectro and behringer
5,power plant
5,does what it does
5,well build
5,is what it is
5,proud to say i have one on each of my guitars
5,my favorite guitar strap
4,my strap of choice
5,works well better than straplocks
5,dimarzio nylon cliplock guitar strap black
5,axe polish cloth
5,i like this polish
4,nice inexpensive polish
4,shines up nice
5,works well no problems
4,would buy again
4,call me crazy but the cloth is awesome
4,good cables at a good price
4,so fargood
5,best cable
1,broke almost immediately
5,you want great cables
5,love this product
4,good value price lifetime warranty
3,good and bad
4,very good quality for price but
5,my goto instrument cable
5,so far so good
5,good instrument cables
5,good cable good warrantee
5,obvious quality
5,durable and clear sound
5,just the ticket for guitars and basses with a front mount jack
5,great heavyduty cables
4,i thought they would be better
5,great set of strings for super strat guitars
4,not bad could be better
5,perfect gauge for the indecisive
5,does its job
5,just perfect for the inbetween s and s player
5,really great bass strings
5,daddario what more need be said
4,better than factory at the right price
5,great pratice and live strings
5,what can i say excellent strings
5,makes a cheap bass sound real
5,the perfect gauge
5,exl s
4,loveem
3,great
5,cant beat the value
2,low e string gets fuzzy fast other strings bland sounding
4,two sets in one
5,great strings
5,the best for cheaper strings
5,best strings for the money
2,not what i thought i would get
5,sound amazing on my seagull top pick for strings
5,a personal favorite
5,great bright tone
5,love love love
4,like it
4,nice strings
5,love these
3,i liked them but
4,it is ok
5,exceptional tone
5,quality strings
4,clear and warm sound
5,good replacement strings highly recommended
5,yep these are my go to strings
5,other than price the sound of these strings are amazing
5,arrived quick and on time
5,unbeatable for an older guitar
5,imho the best acoustic strings sold at any price
5,works for me
5,great choice
5,my favorite for acoustic guitar
5,aucoustic guitar strings
4,average to me
5,daddario strings are simply the best
4,very good allaround strings
5,great strings
5,good strings for the price
5,wont use anything else
4,the are what i use
5,my favorite string
5,there is no perfect guitar string
2,gstring snapped
5,long time user
5,daddario ej phosphor bronze acoustic guitar strings
5,wow easy on my fingers
5,daddario ejd phosphor bronze acoustic guitar strings light
4,my go to
5,smooth
5,yes
5,good strings for my size acoustic guitar
4,grass is good
5,good sound
5,daddario strings are my favourites
5,this is a good value
4,know strings attached
5,cant find anything bad about these strings
3,not for me
4,good strings nothing more nothing less
1,cant recommend this product
5,excellent steel guitar strings
5,great sound and easy to use
5,my preference in strings
5,brassy
5,used daddario for years
5,great for good sound on an inexpensive acoustic
5,helpful hint during restringing
5,favorite brand of guitar strings
5,full bodied mellow resonance
5,nice strings
5,great strings for great price
2,lackluster at best
5,daddario is the only string for me
4,good sound i prefer elixir
5,good quality string
3,string going dead right away
5,very fast
5,highly recommended very good strings
5,very nice strings
5,daddario strings
5,great acoustic strings
4,not bad
5,the best bronze acoustic guitar strings
4,good strings overall with metalic sound
5,tone is just right
5,usual daddario quality
4,trusted and familiar
5,great strings good price amazon misshipped the first time
5,there is no other for now
5,these sound great
5,my fav strings
5,best strings for parlor size or travel acoustics
5,yeti another great product from blue
4,very nice you get what you pay for
5,solid pop filter
4,pop filter
4,good price
2,overpriced
5,the pop rocks with the yeti
4,it works nice size
4,daddario ejn student nylon classical guitar strings normal tension
4,nice job
2,you get what you pay for
5,nylon classical guitar strings
5,the proarte string a little cheaper
5,i think we did good
5,good mandolin for very little money
4,like not love
5,magnificent mandolin
4,good entry level starter mandolin
5,great sound
4,dont panic
5,getting strung along
5,an improvement
5,strings sound great
4,bright sounding strings
5,always glad to have a spare set
5,new strings
5,at last decent baritone uke strings
2,poor quality control unsatisfactory sound
5,the difference is shocking
5,the only string i use
4,not really good sounding
5,great strings
2,if you love your sound respect your guitar and amp avoid using dr my guitar needs prozac it has ptsd thanks to dr strings
3,decent strings but a bit stiff
5,same old same old dr pure blues nickel wrap round core
5,used with a les paul and a homemade cigar boix guitar build
5,wow
5,great addition to any guitar
5,great looking and they brighten the sound too
5,lookiin good
4,cool
5,attractive and well made
5,beautiful bridge pins slightly small but should work with correct stringing
4,sounds and looks better
5,really nice product
4,great but not for everything
5,compact thats what you want
5,space saver
5,excellent for pedal board
5,so far so great
5,economical sturdy and spacesaving
3,all mine broke
5,great patch cables
4,gets your pedal board organized
5,great for the task of linking effects pedals
5,pedalboard perfection
5,simple yet effective
4,get more pedals on your board
4,they work
5,get this snobs
5,they are good patch cables for the money
3,its ok
5,these straps are the best of the best
2,you get what you pay for
4,a nice substitute for straplocks sort of
4,very good very price effective
5,simple works
4,basic strap holds instruments up
3,most basic of basic guitar straps
5,excellent bargain
5,nice inexpensive strap
5,inexpensive and comfortable
5,fabulous
5,polypropylene guitar strap
5,quality great price wonderful
2,does not fit taylor guitar
5,does the trick
5,just what i ordered
4,fantastic strap could use a shoulder pad
4,more for electric guitars
3,fine for the price
4,like the locks
5,fantastic strap best in its price range
1,very very disappointed
5,guitar security
4,works for me
4,a nice strap for a really nice price
5,great strap if it fits your guitar
3,good strap doesnt work for my guitar
5,strapping up
5,planet waves polypro guitar strap
4,good for the price but still not good
4,great with a caveat
5,great choice
2,scary after a while
5,planet waves guitar strap
5,great straps at a reasonable price
5,planet waves polypropylene guitar strap black
5,great alternative to straplocks
5,better than price reflects
5,this was a great deal
3,has a small stain
5,black strap
4,good strap
4,solidly built and definitely worth the investment
5,perfect power supply for your pedals
5,cream of the crop
5,never had an issue
5,love this thing
5,yes
4,seems nice
5,great solution for having picks ready to go
5,awesome until i lost it
4,not meant for skinny bean poles
5,conveniet affordableperfect
5,great product
5,relly nice
5,great little product
5,great product
5,easy to keep track of my picks
5,good quality universal pick holder
5,cuts volume in half
1,glaesel violin mute
5,cuts sound
5,glaesel violin ultra practice mute
4,it works but
5,novice violinist
4,good mute
5,glaesel ultra violinviola practice mute
5,works okay
4,no comment at this time
1,does not work as a mute if you need a practice mute buy something else
4,mutes slightly
4,does its job
4,solid and does the job but watch out for polarity
4,good pedal one gripe
4,works greatbut squeaky
4,easy to use
1,pedal is not working
3,not well designed
2,volume loss
4,good stereo pedal
4,works exactly as advertised
4,nice foot pedal for the price
4,au contraire mes amis you can use a volt adapter
2,noisylong pedal travel
4,works great with the roland re space echo
1,forget it unless you are flat broke
5,awesome mic
5,incredible bang for the buck
5,perfect mic
5,nice sound and well made
4,robust
5,amazing product
4,bargain microphone or just a cosmetic knockoff
5,perform live at parties and my mom can now sing karaoke
5,works great
5,nice mic for field work
4,behringer xm microphone
5,great quality microphonegood price
5,good mic for the money
2,very good microphone but
5,behringer xm dynamic microphone cardioid
5,outstanding
5,wow
5,mic check
5,cant go wrong
5,a very good budget live vocal microphone
5,a value mike for the mississippi sax
5,quick fix
5,nice upgrade to an after market switch
5,just what the dr ordered
3,i like these and have used them in countless guitars but there are better out there
5,great way switch
5,seems to be of good quality
5,functions great on strats and similar guitars
5,good product
5,great screws for black guitar body
5,nice upgrade from my old rustling screws more screws than i expected excellent choice
5,fits like the originals
5,excellant
5,excellent for any project
1,pretty dark color for chrome maybe black chrome in the wrong package
5,perfect fit and durability
4,all the screws except for the two pickguard screws by the bridge
4,inventory product
5,needed and right size
5,worked great
5,screws
5,works
4,ok for what you pay
4,will likely not get two or three uses out of them
5,fender pickguard screws
5,bright screws
5,thi look good
5,glad i got these in time
5,do the trick
1,the slide continues
5,more than i needed to do the job so thanks
5,worked great
5,sound great
2,i was a little disappointed
5,they bring the caps
5,these have always worked flawlessly for me
4,missing flat washers
5,original fender
5,cool beans
4,they work what else can you ask for
5,a perfect replacement volume pot
5,looks sharp
1,i payed for a new pickguard but got a used one
5,fits like a glove and looks great
2,nice quality though
5,genuine fender
5,strat pickguard
5,great hole pickguard
5,classes up my squier surf stratocaster
1,was so so
5,fender quality
5,perfect for my custom build
5,perrrrrfect
5,gotta have it
4,a pearl amongst swine
5,what to say
4,great cloth to throw in your case or gig bag
5,works fine
5,nice polishing cloth good price
5,fender polish cloth untreated
5,used often
5,excellent wipe down
2,screw broke inside the guitar
5,coool
5,work great get the job done
5,well lol
5,work as intended
1,inconsistent sets probably no qc for these
5,perfect color match
5,good knobs
5,these are perfect
5,great look and fit
4,good product
5,looks good on other guitars too
2,why no protective covering for the back plate
3,decent overall except for backplate
5,a great way to spruce up a guitar
5,nice vintage look
5,original fender
5,agedwhite strat parts
5,pickup covers dont fit fender squiers
5,little money big change
5,good quality
3,made in the usa
5,hey im missing some stuff
1,the slide of fender continues
5,just what i was looking for
5,perfect fit on a strato made in mexico
4,looks cool
4,good value analog speaker amp
5,grate amp
5,impressive
5,classic sound on a budget
5,the perfect amp for small venues and of course your home
5,impressive amp
5,best no frills practice amp on the market
3,its okay for a starter amp
5,its sturdy
5,stable base and adjustable just what i wanted
5,perfect weight for bass drum or on the desk
5,instant winner
5,short and sweet
3,simple desk stand
4,good enough for my purpose
5,durable
4,really nice stand and cheap
5,a good purchase
5,perfect for amp recordings and ambient mic
4,for foot percussion
4,great for desktop use in podcasting
5,great in the studio
2,broke two days after use
5,solves a common problem
5,it works with the samson sp shockmount at and any mic
5,holds its own
5,very sturdy desktop stand
4,why cant their be a mic stand that can extend from tabletop size to standard
4,too tall for my application but otherwise solid stand
4,right stringswrong guitar
5,martin bronze acoustic guitar strings
4,does the job
5,what can i say
5,good strings
3,these are good
5,martin quality
5,good deep acoustic tone
5,first set of martins definately not my last
4,bought as back up
3,i like elixers better
4,pretty good for cheap strings
5,i like it
5,the best hands down
5,great item
4,great strings only minor problems
5,ernie ball says it all
5,lovely strings
5,awesome strings
5,just great guitar strings
5,who knew
5,just strung an old cheap guitar and brought to life
5,nice tone
5,great strings at a great price
5,the standard
5,cant beat ernie ball
5,best guitar strings
4,its all personal choice
5,balls rock
5,excellent bright sound
4,like the strings
1,rusts in a matter of days
5,im very happy with my balls
5,the bestnuf said
5,ernie ball
5,topnotch feel great sound
5,my favorite strings for electric
5,best strings
5,amazing
5,foil sealed
5,great quality
5,standard
5,awesomee
4,its ernie ball from now on
5,i just like this brand
5,the only strings i will use
5,like
5,nice and slinky
5,ernie ball regular slinky string set
5,ernie ball strings
5,great tone
4,im sure there good strings
5,woozie swears by em
4,havent used yetbut
5,best strings
5,ernie ball super slinky electric strings
4,been using them for years
5,bends
4,gave them another shot
5,good cheap strings
5,my goto strings for my electric guitar
5,i use these on my strat and it feels good and sounds amazing
5,ernie ball super slinky string set
5,my favorite strings for life
5,just wish the package was transparent
4,good strings but i like the rock n roll version better
5,inexpensive and sound great
5,awesome strings
5,the best
3,ernie ball super slinky nickel wound set
3,weak guitar tone good for lead work however
4,nice strings but have to use all once opened
5,best set of strings for electric guitar
5,right tension for me
5,easier
5,smooth and dark
3,sounds good if i turn up my amp up to
5,great price standard tube
5,super tube
5,jj ecc preamp tube
5,i was very surprised
5,good powerful
3,just not for me
5,a perfect replacement
5,inexpensive excellence whether i need it or not
5,probably a great tube
4,what i needed
3,ax eh
5,yup
4,as far as wire music stands go this one is great but wire music stands are the worst
5,perfect music stand for home and on the go
4,great choice
5,perfect
3,its okay really just okay
4,nice stand for the
5,good basic stand
5,music stand
5,sturdy enough very portable
5,handy stand
5,great
5,solid all around
5,perfect for heavy gigging schedules including touring
4,does the trick
5,incredibly versatile pedal
5,a legend
5,the best ive ever used period
5,best distortion peddle still and a steal at this price
5,fantastic deep sound
5,great fat analog distortion
5,my goto distortion
3,pretty average distortion great fuzz
5,fuzz factory and beyond
3,pick holder
5,dunlop pick holder each
5,good product
4,happy with purchase
5,love love love this little item
4,decent pick holder
5,very convenient
5,great dunlop pick holder
4,quick easy way to keep picks at hand
5,the little goto lifesaver
3,disappointed not the one i ordered
4,great pick holder
5,easy
4,good
5,its what youd expect
5,very good accessory for guitar players
4,what more could you really ask for
5,pick holder for guitarists
4,dunlap
1,no bueno
5,handy deal
5,pick holder
5,i love it
4,yes it works
5,great product i have ordered or or
3,pick holder
5,holds my picks but if i move it to another
5,very handy
4,good to have
5,perfect holder
4,functional decent price
5,great little gadget
4,holds picks
5,what are you doing just buy it
5,best guitar cleaning product out there
5,really nice fingerboard cleanrestore at good price
5,accept no other
4,excellent product quite a lot for the small cost
3,not mr clean
5,makes the fretboard feel like new
5,works
4,easy to put on due to ingenius applicator tip
5,very good
5,food of the fretboards
5,best lemon oil for your fretboard
5,works great
4,a
4,cleans real good
4,mmmmm lemony fresh
4,this actually works
4,great little practice amp for late nights
3,do not use any batteryif possible
5,handy little box to have
5,neato love this mini giant of a speaker
5,great bass tones
5,must have for working bassists
5,meet my new bass amp
5,hartke vxl bass attack
5,great tone dedicated di is a huge bonus
4,good quality strings
4,cheaper than the store
5,great strings for practice or begginers
4,they are good strings
4,nice tone
5,ernie ball skinny topheavy bottom slinky
5,ernie ball always wins
5,cant complain
4,sweet
5,good for bands where you dont have a rhythm guitarist
5,on fender squire
4,a good allaround set
5,power slinky gives power sound
5,first time using these strings surpassed my expectations
5,excellent ernie ball guitar strings
5,proven strings
5,great strings great price
5,i can really string along with these
5,thick and chunky just like i like my chili
5,best sound from my p les paul
5,most versatile strings that ive had on my guitar
5,cool
4,light and very triply sound
5,good mix
5,the best strings
5,nice alternative string very easy to play
5,two reviews in one
3,meh
5,great mix to add bass to your sound
5,spare cable
4,great cord but overpriced
5,very good cable
4,its a monster
5,a great little cord
5,inexpensive and excellent
5,monster of a deal
5,buy it
5,monster cable standard
5,great cable as always from monster
5,good beginner set
3,acceptable
5,daddario prelude violin string set scale medium tension
5,good strings affordable price
5,violinist
4,decent strings
3,not bad at all but not for me
4,i need to use it
5,go for medium or hard on these
4,good grip
4,saves your thumb on the strum
4,these are ok
5,finally a soft and gripping pick
3,nothing special
4,interesting change
5,good stuff
5,helps produce a really nice soft finger picked sound on bass
5,great for ukulele acoustic guitar players
1,hard or soft they felt the same
2,not what i expected
2,overselling
5,the sound of your thumb while saving your thumb from wear and tear
3,pretty interesting
5,much better than a felt or hard plastic pick
4,great bass guitar plectrum for finger style tone
3,soft means soft
5,soft sound
4,interesting
5,great picks at a great price
5,soft comfy and effective
4,warm soft tone similar to a felt pick
1,want rubber residue all over your guitar
5,fits the bill
4,works as intended
5,perfect for my applications
5,another great on stage utility
5,great for adding another mic to a stand without hassle
2,good for light weight stuff
1,good idea really bad execution better unit for a few s more
5,great worth it
5,sturdy
5,does a nice job
5,the very best
5,holds well but not firm enough
4,nice holder
5,an excellent and inexpensive mount
5,pin male to inmale adapter
3,a decent adapter
5,a must have in the audio kit
4,works great for my needs
4,nice product
5,xlr male to male adapter
5,mixed reviews
5,helpful
4,works
5,view from where i sit
5,xlr female to male adapter
4,handy
3,another decent adapter
4,no impedance matching required
5,xlr female to male adapter
5,solid adapters
5,perfect compliment
5,awesome for the price
4,brass tacks
4,works fine but too low for a shock mounted mic
5,solid build
3,good but limited functionality
4,works great
4,outstanding product
5,great pedal and great price
5,in this caseu get what u pay for
5,great feel works with the yamaha s es sythesizer
5,cool pedal
5,great pedal funny story about getting this thing
4,good pedal for price
5,pedal to the metal shiny chromey metal
5,beautiful
3,first one didnt work very long
5,works as advertised
5,great sustain pedal
5,beautiful feel and works with my casio px and roland rdnx
5,good pedal at a great price
5,great pedal
5,an excellent pedal built well and feature rich would and have purchased multiples
5,just like a real piano
5,absoulutely love it
5,best sustain pedal under if youre spending on a sustain pedal you got money to burn
5,great feel and stays in place
5,solid
5,sustaining quality
2,i thought i could take the smell
3,great guitar but beware the smell
4,good travel companion
5,baby im amazed
5,great travel guitar
5,good guitar for travel
5,great little guitar bought based on reviews
5,super nice
5,classy looking and hardy
5,good looking brown leather guitar strap
5,strap
4,pretty nice
5,nice wide axe holder
3,very nice strap but a little too short
3,ok but but i should have read description better
5,new but aged broken in look
5,im here to help
5,bang for the buck
5,great for home recording
5,good mike great price
5,finally
4,good mic for good price
5,whatever good things youve heard about the at is probably true
5,great acoustic guitar mic
5,great im happy
5,great condensor for home use
3,its okay
5,great mic
5,good for beginers
5,easy on the fingers and sound good to me
5,good tones
3,are these the best strings no are they good for the money yes
5,cheap trick
3,its ok
5,great device good price
4,very nice for the size and price
3,well see
3,moviemakerssmallmedium location friendly
4,nice for home
5,good price and quality
5,good stand
5,inexpensive and does the trick
5,simple and excellently priced
3,okay for sheet mucis but not for even the smallest of books
5,folding music stand
5,nice price
4,a nice stand for the price
2,its not what i was expecting
5,on stage guitar stand
5,works great for my bass
5,nice presentation stable and good value
5,does the job doesnt cost much
5,good item for the price
4,just as ordered
2,dont like the wobbly effect
4,simple and effective
5,the subject line has tubular
5,mine is for my banjo
5,great value guitar stand highly recommended
5,guitar stand
5,good padded stand
4,best bargain
5,i use it all the time
5,works for me
4,a little flimsy
5,on stage xcg tubular guitar stand with velveteen padding and security strap
3,nice stand eventually
5,i have of these and they work great for my guitars
5,great guitar stand for the price
5,good space saver
5,great stand
5,great price on a necessity in the studio
5,great budget guitar stand
5,on stage xcg tubular guitar stand with velveteen padding and security
4,on stage guitar stand
3,take a stand but not necessarily this one
4,its a guitar stand so not much to say about it unless its truly badly made
5,cheap but not cheap
4,takes a minute to figure out
3,got what i paid for worth the money definitely
4,sturdy
5,very good guitar stand
3,does what it is supposed to but dont expect the world from it
5,this is a greatgood quality guitar stand for a greatprice
5,a must have
5,guitar stand
5,way better than the musicians gear
4,does what its suposed to
5,good stand
1,dangerous for loved guitars
5,sawbuck best bud
5,good low cost stand
4,solid and very affordable stand
4,for ten dollars i cant complain
5,great cheap stand
5,great little stand
5,works fine and price is good but i wouldnt recommend it for the stage
5,two years old and still going strong
5,excellent stands
5,great stand for the money
5,a great guitar stand
4,great buy
4,great value guitar stand
1,damaged goods
4,stand
5,this thing is great
5,just what i need
5,great price great product
5,gets the job done
5,good guitar stand
5,perfect flatwounds
2,a string gave out
5,something great
5,so great
4,interesting strings
5,no squeaking
5,for my son coz i didnt even know they made flatwound guitar strings
5,excellent sound and long lasting
5,smooth and mellow
5,dig em
5,pure pleasure
5,great accessory for the budding audiophile
2,belief is the key
3,works well enough i guess
5,affordable brushable
5,jim dunlop si dun ergo lok strap syst
5,simple works well no modifications needed
3,falls apart and hard to squeeze around thick straps
4,strap lock but not for the rounded holders
4,very very good
3,just ok not going to use them
5,ergo lok strap stays with you for life
5,all i will use
5,great design
2,too big for me
1,dont buy these
5,a great invention
5,love this
1,does not work for acoustic electric guitars
4,does what i want it to do
1,fell apart
5,simple but great
5,does exactley what it should
5,mxr micro amp effects pedal great effect
5,excelente pedal
5,nice amp boost pedal
4,improvement over plastic pins for function
4,great looking and easy to install
5,great bridge pins
4,slight improvement nice aesthetics
5,perfect upgrade for vintage guitars with loose bridge pins
5,works well with levys or common slotted leather straps
3,not big enough for normal straps
5,i have an akg wms promini and this fits it perfect
5,usual immaculate levys quality but since when is it a receiver holder
5,good fit
4,good little lightbut the fob is not the best
5,this made an awesome gift
5,cant complain
5,this is so handy
5,good stuff
3,pretty good capo but not perfect
5,gth performance capo
5,nice capo a bit pricey
2,looks cool and practical but is a total pain
5,the capo to have for electric
5,you get what you pay for sometimes
5,top of the line capo well worth the price
5,top of the line
5,its how a capo should be
5,everybody go home gth won the capo game
5,priceless my capo quest is over
5,the last best design in capos
5,gth performance capo six string silver
5,excellent capo
5,better than i had hoped
4,good wireless mic for the price recommended
2,realistically what do you expect
3,decent needs a better mic
4,initial tests went well
1,overwhelming static and distortion
1,no good
5,depends on what you use it for
5,looks great sounds great great price
5,awesome
4,nice vocal mike
5,sounds great
5,really impressive and identical to at
5,good quality great sound very happy
5,mxl in znet studios
5,first professional mic
5,awesomely sturdy
4,inexpensive rack tray
5,great value
5,best bang for your buck
5,a very good single space rack shelf
5,now i have two of them
5,nice small tray
5,rotomatics are very dependable
5,bomb proof
5,fantastic tuners
5,stays in tune
5,a very worthwhile upgrade
5,grover tuners
5,chibson owners
4,a good design and mostly positive
5,nice invention
5,ill always use these
5,very high quality and excellent fit
5,great for mobile djs
5,does what its supposed to
5,great for keys in a home studio
5,simple and does the job
5,solid stand for a great price
5,very solid keyboard stand for the price
4,solid comfortable and very affordable strap
5,lightning strikes
5,perfect me
4,nice soft strap
5,nice sound good ring
5,gnarly strings
5,good strings good price
5,great guitar strings
5,excellent replacement tuners for a prs se
5,great machines
5,great replacement for prs se line of guitar tuners
5,get your axe in tune
5,great tuners
4,good speaker sounds much better
5,awesome
5,eminence cannabisrex inch leadrhythm guitar speakers
5,better than expected
5,truly a smokin speaker
4,took the edge off my fender blues deluxe reissue
5,oh yeah i love these strap locks
5,original lock
5,wont play without them
5,so glad i listened to recommendations for this product
2,not satisfied with purchase
5,schaller security strap locks
5,work well with caveats
5,best security strap locks ive tried
5,i put this on all my guitars but you need to know something
5,strap locks are nice
5,best security straplock
1,horrible design friction backs out mounting screws
5,schaller strap locks long time favorites
5,wouldnt use a strap without them
5,i went from dunlop to schaller
5,schaller locks
5,schaller strap locks
5,been using these for decades
5,the industry standard strap retention system
5,amazing quality and reliability
3,things to think about
5,necessary for home studio
5,great value for the money but not perfect
5,exceeded expectations
5,for lowduty use its perfect
5,stand
5,very well built
5,very fast service
5,just wow amazing quality and versatilty
5,good stand and a good price
3,for the price its five stars but compared to others this is a three star stand
4,sturdy enough for me
5,highly recommend
4,solid
5,very solid
5,nice mic stand low price
5,is good
3,good stands not great
5,excellent for the price
5,ive ordered two of them already
4,nice stand
3,alright for the price
5,does the job
5,great boom
5,great bang for your buck
4,works
3,very light weight keep this in mind
5,stand up product
2,does not include mic clip
5,great for the price
5,on stage stand ms
5,perfect for the price
4,good for home or studio use not sure if id take it on the road
4,tripod microphone stand
4,great stand for the money
4,solid for light use
3,too cheap
4,great mic stand
5,nice stand
5,very stable stand
5,its a mic stand
5,simple but works wonders
4,works really well
5,multi use stand
4,solid stand for home recording
5,sturdy and well capable stand
4,good microphone stand
5,good and solid
5,little box big sound
4,nice for price
5,distortion effects pedal
2,sounds just like it costs
5,great tone and not harsh at all
5,heres where i landed in my search for the sounds of the s
4,the unit works great for the money
4,great little pedal
4,you cant go wrong on this
5,needed some distortion
4,good pedal for the price
3,a little flat
3,its decent
2,not so great
3,a little small
4,its great but make sure you get a slightly wider one
3,clear sound but dont drop it
4,great harmonics
5,useful product with color options
5,typical strap in this price range
5,very good quality excellent product for its price
5,been using it heavily for several months doing just fine
5,solid strap
5,great deal
5,cool cord
5,hands down best cable
5,perfect for live performance with dynamic microphone
5,great cable at an affordable price
5,great quality lifetime warranty
5,perfect for more tone from les pauls and copies
4,dr pure blues pure nickel
3,i was origianlly disappointed in the sound
5,awesome item
5,great deal
5,protec guitar strap with leather ends and pick pocket black
5,strong strap
5,price was right
5,a strap is a strap right
5,protec guitar strap
4,protec guitar strap with leather ends pick pocket black
4,pocket idea was better than the implementation
4,great idea
3,cheap good
5,good
1,cheap strap no good very uncomfortable
5,basic durable
5,guitar strap
4,needed an inexpensive strap that would hold an extra pick
5,no complaints
5,great strap for the price
5,nice strap
2,too thick
4,the pocket really doesnt work well
5,nice gift
4,not bad
3,works as designed
3,not a bad strap
4,decent strap not for tall people though
4,its good
5,good guitar strap
4,no flashy but good
3,very stiff
5,simple but nice
5,inexpensive functional and star
5,prro tec strap
5,misplaced pick
4,great strap for the price
5,great strap for my acoustic guitars
3,rather expensive
5,super strong strap
4,nice strap
4,good cheapie strap
5,priced to sell
5,worth every penny
5,get this now
4,great strap for the money
3,affordable
5,love em
5,really nice
5,like it
5,yes they work
5,protec guitar strap with leather ends and pic pocket tan
4,cheap and works
5,basic black strap
4,sturdy strap
5,strap up
5,it looks great
5,well made
4,solid strap will support you in all your efforts
5,i like this so much i bought one for each guitar
4,good functional strap
5,awwesome guitar straps
5,great feel great look love it
5,beautiful and well made
5,sturdy and beautiful
5,sturdy comfortable strap
5,solid strap
5,great strap
5,great addition to my amplifier
5,rajin indeed
5,i love this speaker
4,used in a super champ x
5,great speaker
5,turned my super champ xd into a new amp
5,great upgrade
5,good cables for the price
5,clean clear audio on a budget
5,nice quality
5,this is simply a great cable
5,cable fits my needs
5,owned at least four of these
4,drywall mounts are useless hanger itself is great
5,excellent in every way
5,there is no other way to hang a guitar
5,number and still counting
5,awesome awesome guitar hanger
5,supports a variety of stringed instruments
5,hercules
5,its a hercules clipenough said
5,excellent guitar hanger
4,i keep buying them because they work
5,this stand is great for my violin and bow
5,excellent quality foer the price
1,beware chinese stand fell apart ingles says im sol
5,ingles adjustable stand for violin or viola
4,keeps people from bumping my extruding boom arm
5,this posilok system is great
4,good alternative to a boom
5,my concerns were unfounded
4,locks great
5,very solidly built great locking clutch great mounted to a desk clamp
5,great manufacturer
5,on stage and loving it
5,great cymbal for the money
5,yes i love it and u will love it too
5,my favorite cymbal
4,very good crash
5,worth the money
1,just terrible
5,satisfied customer
5,now i have all the harps i need
5,great for price
3,qc must have been asleep the day they made these
1,useless
4,not all hohner diatonic models fit this case
3,theyre just ok
5,good sounding inexpensive harps and great case
2,not worth the money
3,not the sound i was looking for
4,nice sound
4,nice blend between light and medium
4,good value
1,horrible awful nasty spiteful strings
4,excellent medium duty strings
5,warm sound
4,good strings but are they for me
5,a great choice for martin strings
5,great strings but ernie ball are better
5,these have become my go to acoustic guitar string
4,these will last you the rest is taste
5,excellent strings great customer service and great video for changing strings
5,best strings i have ever used
5,the only strings
5,the best yet
4,great strings for my ovation celebrity
5,amazing product
5,elixir strings acoustic phosphor bronze strings nanoweb coating string
3,okay
5,absolutely amazing
5,best strings
5,sweet strings
5,warmer guitar strings a must have for guitarists
5,bright
5,elixir strings acoustic phosphor bronze strings nanoweb coating string
4,elixir nanoweb light pb strings
1,very disappointed with the seller amazoncom llc
4,great sound after some fine tuning
5,great soud
5,best guitar you can buy for the money
5,an unbeatable value
5,super buy
5,very good sound
3,seems good given the price
5,acoustic guitar strings
