rating,review
4,i am using oneplus r gb gb more than one month it is my first ever oneplus phone my personal review about this phone is as underpros boxy design looks nice but feels not so premium but if you use its cover it feels nice cover quality is very nice screen is bright even in sunlight if you select auto brightness also screen color and touch response feels premium battery life is very impressive with day backup with normal use watt charger is very fast which charge your phone within to minutes i am not a heavy gamer but i tried asfalt which runs very smoothi think itll play heavy games smoothly so it perform well i am new to use oxygen os i feels os premium and smooth without adds rear camera shots very good pictures but selfie camera need some improvement which i think can be done via software update no heating issue lightweightcons if you use without case it doesnt feel like premium phone i dont like the sound quality although is has dual speaker you can feel vibration on its back pannel which feels very bad selfie camera needs improvement zoom is very bad on rear camera no ip certification no expendable storage paid theme store should have some dot notch animations like samsung at last i can say it is a nice phone with some cons if you want oneplus smartphone within rs you can go for itterrific purchase at the price of k body i feel light htough it is not as usual oneplus body as i had been the user of one plus in past also metallic sides could be a better option sometimes i feel lag in touch though it is for microseconds but it is there camera quality is good not awesome battery life is good i used to charge once and a day can be completed by itm obviously i bought it as it is one of the affordable option in terms of brand love to see metallic frames in coming phones storage is tremendous and speed is also good m overall a good purchase a phone can be rated out of this smart phone is good enough for daily normal use but battery life is not good enough though is says mah camera quality is not good enough in this price segment although its oxygen os it is not well optimised from the starting there will be some lagging issue with some apps another bad thing about this smart phone is its form factor the company taking around k but giving just a plastic body which will looks like below k if someone wants to buy this i suggest to buy another model dont go for this model because of the brand one good thing is oneplus promised three major android update and four years security update another bad thing its primary camera design one of the three camera is so big that its embracing to say its price is ki would like to get directly to the pros and conspros battery the first and the best thing about this phone is the damn battery life and how fast it charges its just amazing and i have been kind of spoilt by it now i wont be able to adjust with a lesser battery performance and charging anymore camera the camera is amazing and takes some really amazing pictures no complains looks the phone looks really beautiful i got the forest green colour and it looks simply awesome and is eye catching and premium lookingcons the overall working of the phone is not as seamless as it should be provided the hardware it boasts of having said that the factor cannot be a purchase deterrent its otherwise quite smooth the absence of an alert slider was a disappointed i was used to it on my tvolume not too happy with the phone speakers they somehow are not up to the markto sum it up just go for it if you have a tight budget but want a premium looking good performing phone it packs too much for a k phone good battery fastest charging in the segment premium looks good performanceusing the phone after two days i have noticed weird experience with ui tapping on grey or black areas screen flickers to that portion and according to service centre its common issue across all phones and getting fixed by oxygen update as there were no issue with proso we have to do nothing but to wait for releasing the new os update on the r and other models as welloverall device working good so far i experienced average camera resultssuperb charging but not so extended battery life touch sensor and speakers are fine and performance is good in my day to day tasks hopefully ui and os updates will help to deliver best of this phoneover all camera is just ammazing i am a youtuber purpuse behind choosing this device is its processer dimencity max its a supersaft max performence not even capturing while gaming also its runs very smoothly and its my first premium smartphone im the uploded photosx zoom lg pic and i have uploded night and day liting pics to comparegood device from one plusits speaker is not really working well using it since months only plus it dosent comes with a warrenty plan it has to be brought separate camera quality is also okay not thattt good microphone is also been disturbing a lot while talking on the call other side person gets a lot of disturbance
4,the stands quality is decent beacuse of its compact size and various folding angles it widens the usage according to the user highly recommended for students one side is slightly tiltedgood product good grip sturdy product fullfill the need overall very good product given gift to friendsgoodquality is goodbuilt quality goodexcellent product
4,i am very happy after using it this power bank is very good i have seen a video on youtube with an amazing rating before buying it enjoyed buying itgood product value for moneyesme ek choti torch jaisi light add karke thoda price badha den to mast raho over all a great product but i have faced a problem while charging the power bank with my mi w charger it never accept quick charge and sometimes takes more than hours to chargewhile with macbook pro charger it accepts quick charge that green lighti bought a separate charger for this power bankgood i like itpower bank is good the only issue was the cable which came with it broke after a day of use and also damaged power port of phonejust good as expected compact size came with a premium good packing need see how it performance with mah u can charge devices at a time but good for a single charge of mah mobile they have given one usb a type to c type cable if you have another c type cable with that u can charge another device i like the carrying pouch they providedi didnt got any pouch with this power bank
3,worth every penny compared to the cost a basic bluetooth band that support only single device at a time call voice us clear and microphone does a decent job of noise cancellationdont expect good base treble in this the rubber ear piece is not tight enough even with the large ones and keeps slipping away the magnet is also weak and doesnt connect smoothlyi had ordered my first ear phone from ptron only and to tell the truth it is very difficult to get such a good quality earphone phone at such a low price best earphones in such a low price you will not regret the money you have spent if you buy thisit is a good productynicebuilt quality is lil bit cheap but sound quality is superp comparing to other grand companies like jbl sony senheizer bass is moderate noise cancelling needs to be improved my overall rating is stargoodgood quality
4,i bought this powerbank to use during my vacation with family it is sturdy but a bit on heavier side can charge three phones at a time if you use the two usb and third type c port as well for charging the speed of charging is alright and appropriate the one and only drawback i experienced is the weight of the powerbank itself without this limitation it could be really amazing product to buybit heavy but does its job takes tooooooo much time to charge whatever mention in the description is not correct at all with regards to the powerbank chargingi needed an extra power bank with a larger capacity so this time i thought to give ambrane a try as i already have honor mi power banks mah ones though it was not a perfect match for mi or honor ones iit did live up to my expectations for the k range inside box powerbank microusb cable carry pouch depends on which package you received more below user manualwarranty card general leaflet feedback leaflet some details mfg october charging time hrs min via w charger low battery indication to full charge backup was able to charge redmi note pros mah battery times with regular usage in between pros high capacity power bank with dual input micro usb or usb c dual output via usb ports not a fast chargequick charge device but has an output of va w which is good enough touch button for power checks or switch it on for charging device it comes with a carry pouch more below on this part compact form factor sturdy design with abs body cons it does not autostart charging when the device is connected since it has a touch button instead of pushbutton it activates accidentally switching it on every time during handling there is a lot of conversion loss backup is slightly less for a mah power bank cons are significant enough to reduce star there is scope for improvement points in this product in the same range so device led status stndrdth led blinking while charging power bank status of charge in terms of no of leds blinking leds solid white while charging other devices status of remaining battery in terms of no of leds one blinking while charging other devices low battery all led solid glow battery fully charged ambrane box debate when i first received this power bank it came in a small box approx xxcm mfg aug with everything forced in congested space the issue i had in this one was that it came with open seal no poly wrap around product box as if it was a used product or was tampered in between so was skeptical about the authenticity of the product and ordered a replacement right away this one had usb c cable but no carry pouch when replacement came it came in a polywrapped bigger box xx cm mfg oct with an outer sleeve and main box inside with a hologram seal maybe ambrane changed the packaging the hologram seal here was intact but was also not applied properly to secure the opening looked like it was applied with an open box so its presence was useless this one came with micro usb cable and a carry pouch carry pouch as per my analysis carry pouch comes with the latest october lot which comes in a bigger box and was unavailable in earlier lot with a small box carry pouch size was appropriate for power bank and i had no trouble inserting power bank in it some users reported it having a smaller opening but i had no trouble with it and found it to be a proper fit neither loose nor tight its soft nylon meshed pouch and is a nice addon verdict at the price point its not a bad deal its a midway path bw low quality and highquality ones you can very well go for ambrane as it makes good quality durable power banks rest nothing is perfect in this world for this thing only days replacement policy from amazon and year warranty from ambrame is available if one can extend the budget by a few hundred mi power bank will be a better option with a metallic body better quality overall i have mi honor ambrane power bank and their overall rating will be from low to high ambrane honor mii am putting up this review after day of usage this is the second power bank i have bought from ambrane india overall third power bank for my family before to this i have bought their pp mah model and also has mi i mah power bank both were really good here i am putting together all the pros and cons which i am able to find after day of usage and also a little bit of comparison my dad uses redmi note my mom has mi a and i am using redmi note pros dual input type c and micro usb this is the foremost and primary reason of choosing this power bank over mi or other brands as you dont need to carry two cables if your phone has type c input which in my family out of has the same easy to carry and hold as it is very compact is size i must say in comparison to mi or ambrane pp solid and sturdy built mah capacity with same lithium polymer batteries these are safer then lithium ion batteries this i came to know while buying this product cheaper price than mi touch button at the top to know the power status this is something unique it took less than hour to charge my redmi note from to at cell battery indicator which is pretty good and almost equivalent to my wall charger best part same time and charging speed in delhi metro i dont know either it is pro or con both of my other power banks supports qualcomm quick charge technology while this power bank supports only fast charging at amp but i feel this has charged my phone better and faster than mi power bank itself i know a phone must also supports quick charge technology for fast charging but when i use quick charge on my dads redmi note which supports qc either from mi power bank or ambrane pp power bank it kind of heats up the phone also it fluctuates the power and automatically switches between quick charge and fast charging which affects your battery life so it is safer to charge the phone at optimum current at ampcons very stuffy packaging it looks like the power bank has been forced fully stuffed inside the box it has some adhesive tape at the top i dont know why which when you remove it puts scratches on the top be careful while removing the same no torch light their pp have it only micro cable inside the boxdefinitely heavy but i knew this i will recommend this as it has slots so we can charge two phonesnice productpower backup is good but the usb cable provided is very bad it stopped working after few months of usageeverything is good but the battery dont last that long when use for charging two device
4,review overviewaveragethe boat today launched the boat xtend the companys latest budget smartwatch with a price tag of rs the boat xtend smartwatch comes with a stylish design resembling the apple watch moreover it has builtin amazon alexa support spo tracking stress tracking and much more coming in a budget segment is it worth it should you buy this smartwatch if you too have such queries then there is nothing to worry about it is a detailed review of boat xtend smartwatch which will clear all your doubts about itcontentsbox contentdesign build comfortdisplaywatch ui and featuresalexa supportwatch facesboat wave appaccuracybatteryfinal wordsbuy nowbox contentboat xtend box contentsmartwatch in blackgold colourcharging clipuser manual and warranty carddesign build comfortwhen buying a smartwatch one always thinks about its design and look apart from features design and build is another major aspect one should take care of when buying a smartwatch the boat has worked on its design this time which brings it to a premium side in terms of look the design is inspired by the apple watch but it cannot be compared to that obviously in every aspect apple watch would be much better than the boat xtend smartwatch redmi watch as well as amazfit bip u pro has the same shape and design but the build quality is much premium on this oneboat xtend design and buildi personally dont like the color scheme of this boat xtend smartwatch the black color variant comes with a golden color metallic frame i believe the gold color would fade away after some time there are three other color variants which also dont look stylish as this one however that is my personal opinion on the color scheme so maybe you might find the color scheme to be goodboat xtend designthe watch has atm water resistance it has silicon straps which are quite comfortable the straps are good quality straps which you will find comfortable with regular usagedisplaycoming to the display the watch has a mm square shape display what you see on this one is a tft panel the screen has big bezels however the good part is that the screen goes completely back when it is off so you wont notice the bezels and the screen quality wont feel cheap at all it doesnt have an alwayson display but we cannot complain about that the watch offers a screen on time of up to seconds and up to levels of brightness controlboat xtend display qualityi find the display quality of the boat xtend smartwatch to be better than the previous smartwatch from boat view angle is good on this one and you can clearly see content on this smartwatch even in the sunlight the color on this one is not very saturated but this isnt something that we can complain about in this price rangewatch ui and featuresthe ui of this smartwatch is clean and easy to use there is a single button on the watch which works as the poweroff button as well as the back button moreover the display is a touchscreen display that works without any problem there isnt much animation on the bar menu and the navigation is simple so you wont find it difficult to use however the watch may lag a bit the company has done costcutting in terms of the processor thats why you may find it to lag a bit but it is ok and not a big deal at the price point you get itboat xtend uithe watch offers all the basic fitness features such as daily activity which includes total steps walked calories burnt and time heart rate sleep tracking stress tracking breath training spo training meditation find my phone and music control apart from that there are different support modes on this watch i tried a few of them and they worked fine the watch notifies you of the incoming calls messages received and various other notifications in detailboat xtend smartwatch reviewalexa supportthe main highlight of the boat xtend is the amazon alexa support the watch has an inbuilt microphone and you can access it by longpressing the back button do note that you can only do some basic tasks with alexa on the watch like setting an alarm setting a timer and such well it is a good thing to have alexa on a watch but you wont find it very useful probably you will use it for a day or two out of excitement and then you wont prefer using it because it only does some basic tasks so even if boat missed this feature it wont be a problemboat xtend alexa supportwatch facesthe next cool thing about this boat smartwatch is the watch faces you get on this one you get more than watch faces on the watch and probably more watch faces will be added to it moreover you can also set a custom watch face as wellboat xtend watch facesboat wave appyou will have to download the boat wave app to use the watch the app is available for both android as well as ios devices you wont be seeing bugs on the app and it works perfectly i havent noticed any problem with connectivity like frequent disconnection the interface of the boat wave is clean and simple you will get all the fitnessrelated options and all the watch settings on the app itselfboat xtend boat wave appaccuracyaccuracy is one of the important aspects that one should take care of when buying a smartwatch so talking about the accuracy i tested everything on this watch from normal walking to running sleeping and much more and i find the results to be accurateboat xtend accuracy testcompared to realme or redmi watch the result was the same on all of them so there is no problem with the accuracy i dont find the results to be accurate on most of the budget fitness trackers but yes this smartwatch is accurate in terms of fitness tracking sleep tracking and everything it doesboat xtend accuracycomparing it to the noise watch which we tried recently the stress level as well as the spo tracking is much more accurate on this one it also has the option to track the menstrual cycle in womenboat xtend accuracybatteryyou get to see a mah battery on this one which the company claims to last days however if you use most of the features of the watch then the battery will last about two and a half days if you keep the brightness low then the battery will last about days i find the battery life to be a downside of the watch it comes with magnet hook charging supportfinal wordsboat xtend smartwatch is a decent smartwatch from the boat it offers all the basic fitness features you will find on a budget fitness tracker a good display alexa support good design and build and much more the smartwatch at this price is quite good personally what i didnt like about this smartwatch is its color scheme however if you like the color scheme then i would recommend you to go for it overall the watch is good with nothing to dislike about it except for the battery life the battery life on this one is quite low the company claims it to have a battery life of days but with regular usage it will last for days if you are looking for a good smartwatch under rs and you can adjust with the battery life and you like the color scheme then i would recommend you to go for this smartwatch it offers all the features that should be there in a smartwatch under rspros premium build quality with matte finishing sturdy polycarbonate frame good soft silicone straps that r absolutely flush with the body of the watch attractive trendy colours heart rate except heart rate spikes in weight training pedometersteps counter are accurate but spo is off by when compared to pulse oximeter readings but most smart watches offer the same accuracy sleep tracking is accurate only for bed time wake up time duration but stages of sleep are inaccurate light deep sleep waking detected but no rem sleep detected sleep data from the watch synchronises smoothly with boat wave app issues warning msg if watch not worn on hand properly and does not detect data of surfaces large clear bright sharp lcd ips display even in the sun touch not smooth experienced jitters ui also lags at times after attaching the tempered glass sometimes some functions require taps to work but acceptable scrolling response if finger moved diagonally instead of vertically in app gps works superbly excellent route tracking on the map this feature is not advertised in their description bluetooth connectivity is good if mobile is kept in close proximitym the boat wave app must remain running in the background at all times definitely splash proof though didnt take the risk of submerging the watch all notifications are working no problem with call alerts or sms msgs or social media app notifications no lags at all though there is provision for a sec lag which can be turned on alexa works superbly but since there is no speaker info is displayed on the screen my wipro smart bulb firetv stick can be controlled easily using the inbuilt alexa on the watch alexa can do mathematical calculations currency conversions even foreign language translations apart from supplying info on anything under the sun but ofcourse alexa cannot make calls alexa can set alarm timer also sedentary alert drinking water reminder stress alert menstrual cycle alert alarms timers function well boat wave app connects easily no lags observed data syncs smoothly with google fit app excellent health reports and motivational rewards system in the form of badges but settings can be changed only through the app and the watch needs to be restarted for the new settings to be effective training sports modes r good guided breathing mode is also good find my phone works well extremely stylish light weight comfortable for all day wear watch faces available in the device with preset which cannot be deleted the rest can be changed from the boat wave appcons lacks vibration intensity control lacks camera control shutter but cant figure out its use as my handset accepts both voice commands gestures to click pics no quick reply messages for notificationscall alerts no call acceptance or silencing feature a work around can be if bluetooth handset is connected at the same time spo is not accurate and sometimes freezes at but this is common in all smart watches battery doesnt last more than days if continuous hr measurement is turned on otherwise easily lasts for days watch faces are very childish expected better quality designs company can easily improve on this in their next update amazon prime only replacement no refund policy is not good at least colour change should be allowed once music control feature does not display the title of the song no bp monitoring or temperature monitoring feature smart watches usually do not provide reliable bp data no calling feature but it doesnt matter as most dont want conversations to be public a bit large for narrow wrists band mm is a bit wide company should provide a tempered glass protector no mention of protective glass on the display mentioned have attached a scot tempered glass purchased separately there are actually only sports modes boat has bloated the list with indooroutdoor combi of sports walking running swimming cycling there is no light sensor auto brightness is only time dependant but works wellwas a wedding anniversary gift for my wife who liked it very much even the colour the evergreen classic goldblack overall the best smart watch with alexa built in available at the budget price point of under rs an excellent fitness tracker but average health monitorplz add calling feature with thisotherwise it is okgoodits little expensive but okkk
4,item is good no issues it supports mobile which have great charging inbuilt featurecharging is good but cable quality not goodgoodif your smartphone doesnt support more than w fast charging then this will cover it for you i would suggest getting a different cable if you want something with more length but the standard cable it comes with is pretty solid no cheap feeling whatsoeverpretty good charger for any mobile device provided that the device supports w fast charging and usb type c portofcourse it is wi would like to suggest this to all of them who are subjected to irreparable in box charger especially redmi note pro usersvery good productbought this to charge my mi a mobileeven though the mi a has a lower amps and voltage rating than this charger upon research i found that a mobile communicates with the charger and only requests the required amps and voltage from itand this has proven to be right as my mobile is perfectly charging with this chargeryou wont find this good of a charger and cable combo for this price
4,it is good for data cablesi liked it basically its good product with good quality but this product is overpriced because same product from different brand are selling at or more less money still i bought this because of the brand namegud quality and packaging but slightly expensive this for my mobile charging cable its useful for not to brake the cable
4,i was looking for a phone below k i am not a person who believes to burn money for phones my requirement was a phone that has good network reception good wifi reception a balanced software good battery life good screen that dont strain eyes a good hardware mm headphone jack and a charger i dont need g network because g drains battery a lot and g spends too much data i dont watch movie or yt on mobile network and i wonder how many does watch fhd k k videos over mobile network for downloading documents social networks banking apps g is more than enoughin my budget i found all phones have gb ram realme narzo was during gif and had all those features along with a good processor and another one was redmi note but i found that if i can extend my budget a little more with all coupons and bank offer i can get a redmi note with gb ram at gb ram is always preferred over gb ram because nobody knows whether with future updates the os would demand more ram or not also the softwares may require more ram as time passes away so this was the only option i knew then availableredmi note has amoled display i am not bothered with hz hzhz i keep the refresh rate at hz and display works without zero lag or stutter all my desktop screen has hz refresh rate and i am happy with them so why do i need a hz screen i think this is all just gimmick marketed by companies and online reviewers the display has excellent colour reproduction capability and colours look rich you can adjust colour temperature to warm or cool but i think standard is fine for me also you can calibrate display colours in settings but i think you dont need that display size is inch it could have been better if it were inch i prefer big display phone redmi note has that big display a plastic screen protector is pre applied on screen and i am happy with that the screen protector feels smooth and fingerprints can be easily removed by wiping with a damp cloth the screen has a punch hole camera which looks goodthis phone duel speakers one is more powerful at bottom and another on top but i think the second speaker is actually earpiece which amplifies while watching movies or yt bottom speaker is louder than top speaker and volume is good what more do you expect from such tiny speakersthe phone has excellent wifi and mobile network reception many have complained about poor wifi connectivity but from my experience i can say my phone and wifi modem stays at different floor still i get good signal and never disconnected voice over mobile network sounds nice and clear and the other party can hear you well and clear however because the second speaker is an extension of earphone piece the sound will leak if the other person is shouting over phonethe phone has mah battery and comes with w charger which is a bonus at this price point the battery gives long backup with good mobile network you can use it for days without charging using basic features like phone sms email fb wa etc but i charge it regularly and battery charge never drops below the phone has sd processor which is more that enough for basic tasks and performs well without any lag the experience is butter smooth however the apps get automatically cleared from ram which i like because i dont have to clear ram manually however after android update the ram hold app for longer time but eventually cleared sd doesnt heat up and it is very energy efficient because of that battery drains very little and w charger charges phone within mins for my usage the cable is usb a to c and feels goodthis phone has ir blaster so in your home office you can control ac or other supported gadgets with this phone when remote is unavailablethis phone has ddrx ram and ufs storage the ram is gb and can be expanded additional gb as virtual ram by occupying storage but i have disabled that option from settings because it increases ssd life this has sim sd card slot which is a great both sim have volte and carrier aggregationthe phone has beautiful back and colour is attractive some people may complain about plastic but remember plastic back phone has better network reception than metal or glass back phones and i have no problem with plastic i dont think plastic back makes your phone or you look cheap i am happy with plastic back the phone also gives a tpu cover and the cover however yellowing after i month this is inherent chemistry of tpu and no one can prevent this chemical degradation how ever can be slowed by not exposing it to sunlightthe fingerprint scanner is excellent it works flawlessly the touch screen is excellent toohowever i dont like some of the preinstalled apps some can be uninstalled a few cant especially mi pay and getapps from mi store i dont like them however i like the pre installed security app there is no ad in notification and all can be easily disabled camera at back is good and sufficient for me however the front camera is not good does not show pictures like mp camera i have added some pictures clicked by redmi note back camera miui is fluid and has many user friendliness like oneui miui is now free of bugs and has an extremely polished version that will please the userso i give redmi a score of this is an excellent phone the i got at during great indian festival i recommend anyboy with basic usage to buy this phone this phone is not for gamers or people who watch k k videos or shoot such things this is not or those who are crazy for g otherwise this phone will fulfil your every requirement in this price segment days usage good battery life bqest for dayday use w charger also good best display but shouldve hz instead of sturdy inhand feel stereo speaker is loud and crisp split camera above average but good concerning the price buggy uiminor as expected but ui all way better than bloody miui g chipset sd which is fine g always available some minor issue with wifi reception dont know may be they will fix it through ota this phone is for people who clicks photos here there casual gamer binge watchers of web showsmovies not intended for heavy gamingnot for pubg cod loversthe first look of this starbust design is eye catchyno word to express its designin hand feel and and its all physical dimension the second this which impress me its battery backupeven you playing game hardly for a long timeit gives you sufficient battey backup and charging speed also w is also a good deal at this price the third impressive factor is its dual speakeri have an another phone of k and the sound quality is almost same as it media playback experience is also enhanced by its amoled display very colour charming display literally the display quality is unbeatable the camera notch and dual speaker increase the media playing experience other performance like gaming is also good at this price point fingerprint button is also very responsive all other things and features are good to the price pointonly one thing is very disappointing bcoz the hype of its camera that company shows is very up to the mark and professional photography but the camera is lower gradeeven my old redmi y which i exchanged with this had better camera than this so plz i request you to all dont buy this for camerajust dont the images are shown of camera pictures on the website is illustration according to mei dont recommend you to buy this phone as your camera phoneif you are non camera user then you will surely go for itpros design inhand feel battery and charging amoled displaydual speakercons cameraquite a smooth daily driver phone the overall experience has been satisfactory cameras good durability also seems to be good ive dropped it quite a few times the gorilla glass seems to be holding up hz feels great charging speed is good too nothing mindblowing though battery life is decent lasts quite a bit but since i keep it in the hz mode all the time its a little less for me but i dont have any problem with battery life for nowit does what the description sayscamera quality not upto the mark compared to other redmi mobiles even a model clicks better picsfinger print sensor is same as that of the lock button you need to press the lock button every time to get the fingerprint readvolume is good for both call and streamingfast charging but charger gets heated soonbattery back up is good unless you dont do heavy gaming and all day video sreamingdual app and dual space option is missinglight weight and good video resolutionoverall good for learning students for online sessions and persons with less need for photography gamingi bought this for my dad and its working good for him if you are planning to give it to your parents or elderly people in your family just install third party launcher and hide unnecessary app aslo turn off spamming notification and lockscreen ads overall good phone for elders or first time smartphone userphone is good but i facing weird bugs due to software issues after that i manually installed latest global software then working finewhen i was using indian firmware after the update the phone got into bootloop every sec but after manual installation its working fine
4,expect it will last long price wise its a good product till date its working wellone slot got out of order and one using nowvalue of money and second slot of the charger is average to usegood quality no issues till now working fine with v ampas it is watt chargerfast chargingyes its very nice product great charging power even two devices connected with the charger i charged my pixel a and wireless headphone together both get charged quickly but issue with the build quality i once by mistake sat in the charger and the socket end of it broke from the edges and came out completely i had to fix that with a fevi quick now working fine overall a very good product dont think just go for itits a good product for this price range works fine
4,product is just as described and does what it has been described to do durability and other features may have to wait while we use the product more to state justifiedlyhelpful for charging multiple devices at a timevery good handy productbuild quality is really nice happy with packaging and timely deliverynice onethis is a very good plan it fits comfortably in any switch board and a red indicator lights up inside itgood productgood value for money
4,look goodthe product is good does what it says especially to mention about their customer service and replacement policy which is too good with year warrenty kudos to the teamoverall a great product i had this fear before buying that how good it will adhere but its doing fantastic the only field where they had a scope of improvement is the plastic quality its decent but could have been bettergoodexcept minor noise rest all goodstayed well overall through a rough drive of km and seems sturdy enough to last long however the nuts at the joints needed tightening times during the trip and there are a few rattles tooquality product with affordable pricei used this for swift dizre model working good condition and specially it has the lower hook so it hold good nice one if you looking for buget segement just buy it
4,best wishesbrought it online as cautious about buying offline coz of fake and overpriced products using it for my wifi camera working finenice productnice quality product easy to use thanks amazonwell known brand nice productgoodworth productbahut achcha laga raha hai
4,sound of song are good its really good or i am still using almost maybe or month maybe more but they still goodproduct is in good quality and comfortably fixed in our ears but the major issue is when we were buds for few minutes it will start hurting our earsgaming nicesoundosmdisyannice and value for moneythank you amezon iam satisfied with the sound quality ok with the noise cancellation performancebut when it comes to bass quality it is some what less than the boat not too much low clarity in the bass is some what missing light weight when compared to boat finally boat is good at its price rangemic sound quality crystal clear bass is also good and the wiring quality is very good overall earphone is very good in this range worth hai product mebought them months ago no other complains so far everything going greatbut are little overpriced for nicebast
4,strong enough good one to holdits serves the simple purpose of holding phonebut its not possible to make a phone sit in phone slants back little i use pen adjusted at back to keep phone in angle worth for simple usebestniceavaragesturdy producteffective product for this price rangegood
4,if your budget is low and you are looking for a good phone then you can buy this realme narzo ithe product is very nice and good quality after using so many days ithe product is not warm and also phone is not hang so the is good at this priceaverage preformgoodgoodok for normal use build quality and battery is goodbattery life is ok maximum working hrs after chargeok
4,i used my pro without a screen guard for a year now this screen guard was easy to apply but is a bit slippery and when you do the long press ex when you long press on whatsapp for reaction or other options it automatically takes random press also a bit shiny when you use it near lightsvery good product value for moneyi have tried many screen guards and many types for my iphone this one takes the cake the application was a smooth process the screen guard is so smooth for some reason compared to ones i have used before i have use many screen guards that say they dont dont catch fingerprint but always end up but this is does not catch fingerprint at allif u pay inr higher u will get the spigen ones which protects the front sensors toohappy with my purchase and moving forward will be applying spigen screen guards for all my productsthis is hands down the best screen protector for iphones i got the iphone one and its excellent so easy to install anybody can do it its so smooth and soft to touch and fits perfectly on my iphone highly recommended maybe bit pricey but you get in the box fingerprint free and smudge freevery nice product to buythis tempered glass is easy to install no need to worry about airbubbles while installing tempered glassit is very easy to install on any mobiles as it designed forworth for your moneythe quality and adhesion is good instalation was pretty easywhat i would have liked had it had a black bezel so it blends well with the phone so that no one could make out that a protective tempered glass is stuck had it also covered the front camera like the esr protective glass does it would have been better would have appreciated a price around definitely overpricedsuper easy to install the screen guard got attached without any hassles and was perfect fit the ez fit tray works like magici used this product for my iphone pro with a peak design phone case the quality of the screen protector is excellent and the engineering concept used for the installation is the best ive ever seen they even include useful tools and guidelines to minimise the possibility of error
4,good fit nice smart watch in this price range especially for those who need only basic features i bought grey colorits been long im using this now it has no issues the battery touch screen bluetooth connection every thing works fine i was looking for something simple and i got thisnice design and functionscant connect to whatsapp and other social media app the modes in the watch are good the ui sucks responsiveness could have been better battery life is moderately upto days if worn constantly colour of the band is a bit faded tooactivity record sleep tracking is goodgood producti bought it for my wife and she was very gladgood
4,the camera is good phone is quite respponsive fast chargingthere are some niggling software issues and do not forget password pin there is no way you will be able to get it back to factory settingsthis is my second iqoo z pro and my humble advice to all the users and purchasers out there is that please do not update your device to the latest software version doing so will definitely cause serious overnight battery drain issues i speak from my experience my first iqoo z pro gb is updated to the latest august security patch update and drains battery at the rate of percentage overnight for no specific reason the idle drain is very pronounced however my second iqoo z pro which i purchased is still running on the original software version and has excellent battery back up with negligible idle battery drain so i think its best not to update till iqoo rolls out a better update resolving the battery drain issueabove average performanceno heating issuefastest fingerprint readerface unloakgood battery lifeok camera qualitylight weightcomfortable on handall the features of this mobile was goodno doubtly anyone can buy this but nor for gameswithinh the budget only it was available for medual tone flash light is not working i think its only single led lighttwo things missing pin hole camera earphones jackoverall camera excellent but battery life not good maximum hoursas this price limit its a good mobile with camera battery screen quality
4,very fast chargingits a original item and does its job price can be low on other sites bye overall very good product with blink of the eyes service by amazonfully fast chargeri really like the power of this charger this charge my device so fast really value for moneysachme achcha hai aap kharid sakte haiits good at this price really doing fast valuable product
4,i like this productits okay for a backup emergency phone or a naive user who uses it just for other extra sim or basic needsall are finegoodfinger print is good for this phone battery life is excellent and camera quality toobest budget phone between k adapter pin is a type battery life is ok and half daythis is a good product at this pricethe battery is really good with gb ram octacore processor and gb ram its a good phone however it should not be compared with other similar products available at higher price because those products use different processors for which the price goes up the camera is just a decent one but not very goodit depends what are you looking for if you want a good camera with better processor then you have to spend more at such price it will replace redmi phones because it does outshine redmi phones in all aspectsgood
4,rating everything is okay except voice sound during callbattery life is very good sound is also loudeconomicalcharger quality bad lasted for days with lowmedium usage all functionality works fine perfect for someone wanting to limit the distractions of a smartphonegood product for eldersworking well for about year everything okaythere is some disturbance in the sound while using wireless fm
