review,rating
i wish i could give them less than a one they messed up my reservation and didnt care didnt try to fix it put effort in every flight i flew left late and arrived late i could go onbut why,2
this was a great flight the service was amazing get to check in early and request a goo seat take some movies with you,5
this was a great flight cabin service was excellent the entertainment selection could be more varied,5
having flown several asian airlines i had high expectations for jal flight from tokyo to san francisco additionally having just spent time in japan and knowing what service levels are there i was looking forward to the business class service i was doomed for disappointment service was relatively slow compared to other airlines and our specially requested vegetarian meal was bleh truly unappetizing a complete opposite to the service and food in asian air in which we flew across to asia,2
one of the few good oneworld airlines with qatar airways flew economy on very modern planes out back with wellappointed cabins compares well with emirates much better than ba or lh service was friendly food was pleasant makes a change and imaginative service was friendly the best choice for a direct flight lhrhnd,5
japan airlines has very clean aircraft and the cabin crew are always impeccably neat the food is ok and substantial then again this is on the meal provider the politeness of the japanese is legendary and cannot be more displayed the crew bows before the waiting passengers before they board it is always almost on schedule when everyone is asleep snacks are available in the galley their home narita has the cleanest rest rooms,4
had a pretty long flight arround hours even though i didnt pay for any premium service or had extras the attention was excellent im a really tall person and usually struggle a little with the economic airlines because my legs dont fit but in jal it was all the opposite sits are comfortable space for the legs is okay space in the restroom was perfect for even stretching myself the food is incredible had lovely meals tea and snacks they give you pillow blanket slippers headphones three meals and hot towels to clean yourself the enternetainment was okay recent cool movies and series,5
this was my first trip flying on jal and after hearing a few positive things i decided to book their long haul flight from london to tokyo direct i was travelling to japan for the rugby world cup and the quarter final was the day i was due to arrive so i was anxious having not used jal previously of possible delays i should not have been worried as not only did the flight leave early but it also got in early the flight was just under hours which played havoc on my knees and back however the attendants were always on hand with an extra cushion drink or additional food of which i took advantage of each time i am and there was good leg space in economy and my only issue was on the return flight when the individual in front of me reclinded their seat for the best part of four hoursno fault of jal of course overall it was a good flight with efficent timing and atentive staff would recommend and use again for any future japan visits,4
easy check in online and then extremely quick baggage drop off comfortable seat with good leg room onboard service was great flight attendants were excellent ordered boarding instead of the usual rush and you actually had free space in the overhead locker,5
our first time to fly jal and we absolutely loved it the flight was on time and boarding was orderly the cabin crew are so gracious and attentive food is good they even serve wine in economy i was not able to view the inflight entertainment because the flight was short but my husband enjoyed watching some movies already planning our next flight using jal,5
very comfortable seatsbeds with mattress if required nice touch service was attentive and friendly and food and refreshments were of a high quality entertainment could have been better though i felt there was a limited choice of films compared to other airlines flights were on timeearly and all in all a very pleasant experience,4
i was looking to book through japan air because of the very good service they have on board flying attendants are always smile check on passengers all the time food is great many movies to watch i would definitely recommend to fly by japan air,5
comfortable seats awesome wine list food portion enough but have room for improvement wide selection of movies which is a big advantage very polite server,4
pleasant flights to and from kuala lumpur on this airline one of the few airlines that actually have a bit of extra leg room service is good and no complaints with meals or service try not to fly to australia via singapore on jal as they code share with qantas out of singapore and their flights are not as good and neither is the planes used,4
we have used this flight from narita to honolulu st thing we were welcomed with was even though we have used coach class we have reserved to use sakura lounge prior to flight through one of our credit card service provider as a benefit of its card we were welcomed with hard rejection of the lounge usage and lounge receptionists werent helping much kept telling us we were not registered we were sure that we were registered to use the lounge but it was not on their record nd thing on the returning flight when they deliver meals to us we were sitting at the end row and one of the choices meal they had run out that could happen because again it is an economy class but the food provided as a result was enormously bad taste i have been using multiple airlines in my life maybe or so but it was the worst of all i had to spit out and didnt even touch the rest it was the same for rest of the people in my group we were group of the other meal provided on the same flight was also extremely terrible not sure how to describe but they should be serving purchased bento or sandwich box at the airport instead of such terrible meals it was way over the limit even it is for economy class it was cheaply priced flight for sure but they should at least give us some dignity,2
first time on this airline new with good seat configuration meaning more room than my previous flight on a ba which had great food great entertainment and movies excellent service very comfortable would definitely fly with them again,4
nice variety of entertainment up to date movie list great food and drink great service comfortable seat,5
it was difficult to get seat assignments early on japan airlines so we had to take what we got which wasnt a problem after all the economy section on jal is very good its roomier than others and has that wonderful japanese service,4
the whole experience was excellent i hated the idea of a hour flight but it was made so easy with attentive staff great seats wide deep and comfortable lots of leg room and plenty of storage space there was a sense of calm and quiet not normally experienced on most airlines i would definitely use them again,5
there is no doubt that the hospitality of the airline staff on japan airlines was the best ever in over years of air travel the plane was exceptionally clean the seats were the best ever large spacious it was a boeing series flight very smooth bit the key talking point was the closeby pass of mount fuji everyone got up took photos exchanged pleasantries very social and many shared learning excellent value beats all airlines that i have ever flown on hands down in economy class,5
we flew round trip in premium economy in october to and november from stellar service the cabin crew is unfailingly polite helpful and attentive if only all airlines could offer this level of service the onboarding process in both directions was breathtakingly organized and efficient the best two onboarding experiences in all our years of travel it really makes you wonder why it cant always be that way dont make something simple something hard comfort the premium economy seats are comfortable and certainly worth the price the restrooms are cleaned and restocked so frequently that they are always fresh and pleasant to use nuts and bolts the power outlets in either of our seats did not work in either direction and that was a downer particularly on such a long flight underseat storage in front of you is limited but better than some others the headphones werent great and outlets didnt accept our headphones the movie selection was poor and resolution not great on the flight between jfk and haneda the plane was so hot it kept us awake the flight back was very pleasant food we have read here that many people liked the food on their flights we found it awful really awful both flights the best and saving grace was the ramen noodle cups made available on our return flight despite the negatives we view jal very favorably they treat people very well and the kindness and consideration shown by their personnel ncluding check in is exemplary premium economy is comfortable and good value we will likely fly jal preferentially whenever possible,4
great services good food excellent crews reasonable price ground service is also amazing staffs are full of service mind,5
the cabin crew were very pleasant and helpful the food if you enjoy japanese fare for economy class this was five star the seats were very cramped checkin was easy too this is certainly one of the worlds better airlines but our first choice ana is better but their scheduledestinations did not suit,4
my first flight to japan was on jal i made sure the aircraft was a for the many hidden comfort features built into that particular model aircraft i was well pleased with the result jal configured seating on the boeing aircraft in economy international with their e configuration resulting in seats across better than many competitors who use seats across cabin comfort in the due to better air better humidity and lower noise was excellent the crew was helpful efficient unobtrusive and friendly the flight path chosen by the captain avoided turbulence while reaching our destination on time if you like to avoid surprises jal is a solid choice the mother with infant who was seated in our bulkead row center section was given a wallmount bassinet allowing the infant to sleep comfortably and quietly directly in front of okasan the cost was very affordable though i did not compare airlines to search for cheaper fares videoaudio entertainment was good meals were amazing with stainless flatwarein eonomy seriously so im not even going to look at any other airlines for my next trip to japan or other east asia destinations then there is this note japan airlines jal was awarded by customers for featuring the worlds best economy class and the best economy class airline seat at the at the skytrax world airline awards held at the paris air show,5
braced myself for the usual loooong haul flight from manila to usa via haneda to my surprise it didnt seem that long because of the comfort the whole flight offered i was pleasantly surprised to realize the seats were not as cramped as i recall the crew was excellent and flights left and arrived on time,4
the service from jal staff both on the ground and in the air is excellent weve flown jal several times to and from japan and prefer to fly this airline than any other their customer service via phone resolved an issue i had quickly and efficiently,5
การบรการ ระหวางเดนทาง ดมาก พนกงานใหบรการบนเครองบนทเปนทงชาวไทย และชาวญปน มความใสใจกบผโดยสารมาก หองนำสะอาด ทนงสบาย อาหารรสชาตด ถงทหมายตรงเวลา very good service all cabin crew flight attendants are trained with very good service mind cleanness airline comfortable seat and food is very tasty meal jal is recommended airline,4
found a great deal on cheapoair rt lax to bkk business class dont splurge often but glad i did this time i was greeted personally by the crew supervisor by name before takeoff and again before landing to make sure everything was good the food service seat and entertainment were excellent you must try the japanese menu at least once amazing cannot wait for the return flight,5
so polite and well mannered nothing was a problem efficient and very friendly for an economy flight i really enjoyed it,5
i took jal economy class for my flight return jakartatokyo and osakatokyojakarta on november its a nice filght experience starts from the airport ground to the airplane cabin the whole service was great easy checkin and baggage procedures ontime boarding and departing even the pilot crew appologize for mins delay due to takeoff queue spacy legroom great inflight entertainment delicious inflight meals and free flow drinks the cabin crew also very polite and helpful its really worthed flight,5
overall the flight was pleasant and smooth nothing in particular to specifically highlight the crew were professional and courteous all along and have pleasant smiles the in flight entertainment was enjoyable though there wasnt a great selection to choose from the food being served were nice,4
i recently flew a leg trip from saigonhanedajfk iverall it was a great travel experience the gate staff were professional and courteous we boarded saigon on time haneda a minute delay but arrived both times a little ahead of schedule my seats on both the and er were comfortable large compared to us and other asian carriers ive flown with good legroom and mobility and everything was clean this has always been my experience on japan airlines i had a lot of in flight movies tv and music programs to choose from western and international with or without subtitles my choice the food and cabin service was good and the flight attendants courteous and professional good eye contact and respectful giving me their full attention when they were addressing me thank you ms bando i had confidence that they would be able to handle any situation the entire cabin was nicely appointed and the lavatories were always clean the flight attendants see to that excellent job not everyones favorite my seat the carpeting and the tray tables were well maintained and clean too not always the case on most other airlines ive flown at hours flying time its definitely a long haul but my experience onboard made it one of the best economy experiences ive had this was also a great value i paid usd round trip which is a highly competitive fare combined with the service aircraft and baggage allowance it was a great value domo arigato japan airlines,5
i used this airline on january fly for about hours from jakarta with stop at narita and continue to sapporo the staffs start from check in counter and cabin crews were so kind friendly and helpful the flight itself was very clean and i have smooth fly experience with them the food was good and we have free flow waterjuice everytime we need with snacks in between you wont feel hungry if you fly with them oh ya i love the ice cream the option of videos are vary you can choose music movie news etc without feel bored so i enjoy my first fly with japan airlines good job keep the good service,5
standard flight to san diego only because i was coming home did it feel good it was nonstop and the only way i want to fly connections are too dangerous these days jal on whole was a good flight crew attentive and fairly comfortable for economy,4
i read reviews before booking most commented that there was leg room in economy and its true the price was right and so grateful i could fly into logan airport boston some reviews said the food was terrible but that was not my experience it was a breeze to check in online and get boarding passes i generally cannot get boarding passes printed in advance on other international airlines,4
japan airline may be a little more expensive but the extra legroom and service is well worth it this was especially good for me as i had an overnight return flight and was refreshed ready for work when i landed back in sydney,5
i have flown a number of other airlines including another trip to japan approximately months prior with ana ana was okay and i had no complaints but jal went above and beyond the cabin crew were attentive and friendly the seats were comfortable the food was delicious and the flight seemed to go quickly with us arriving relatively relaxed and refreshed i couldnt recommend jal more and only wish they flew from sydney to more destinations,5
excellent service and pod lie down seats food was very good and flight attendants helpful flight time of hours was fine with these seats and entertainment options,5
i couldnt have asked for a better airline everything from the lounges service food and seating was first class i have been doing this trip every year for the past years and have never had a lost suitcase and have never had any delays treat yourself this is a great airline,5
jal continues to be one of the better international carriers that ive flown would highly recommended,5
second time to fly with jal both experiences the same friendly from the moment you leave the ground until you touch it again no sour faces like other airlines tend to have so much leg room down the back the food is outstanding the drink choices amazing and the toilets always clean and seem more spacious than other airlines give them a go you wont need to think twice the only thing that could be improved is the entertainment particularly the music selection and tv series stars from us,5
food is good they feed you wellstaff is very nice no attitudes seats are comfortable and movies on seats chargers for phoneplenty drinks even two bloody mariesi love japan airlines and ibhave flown a lot,5
excellent food presentation and taste staff are courteous and professional i would not hesitate to fly with them again worth all your benjamims,5
i am a very nervous flyer so i was not looking forward to the hour flight to japan we travelled premium ecomony because of the fact that i am nervous so wanted to be as comfortable as possible and it was definately worth paying extra as the seats were very roomy and comfortable with plenty of leg room i spoke with a member of the crew and explained that i was nervous so he asked my name and checked on me regulary throughout the flight to make sure i was ok the bathrooms were kept very clean but now having been to japan and seen how clean the country is its understandable why the planes are so clean i forgot to mention the boarding process at frankfurt and how amazing quick it was premium economy boarded and the we were ready to go but we did not even realise that economy had even boarded so we guessed they boarded both at the same time but at different entrances the only downside was the food none of it was good which was disappointing but then again plane food is never good overall the flight was good and the staff were great and i would recommend japan airlines with no hesitation i just hope i get to fly with them again we loved japan too so it is likely we will go back,5
japan airlines is highly rated but sitting in economy you dont feel like theyre going out of their way for you you are at the bottom of four class levels and you really feel it food service is hurried and limited not a lot of selections for drinks movie selections were limited that said you are no doubt getting bigger seats than on any american airline and they do have direct flights from nyc i would take them again for those reasons but not gladly our flight to tokyo was probably made worse by a child who cried loudly practically the entire way there the plane was pretty much full so no possibility to move further away from the crying fourteen and a half hours on a plane is probably too much for a year old child parents probably need to look into some sort of sleep aid for a child of that age otherwise they are being very inconsiderate of other passengers,3
surprised by a flight all business or first i was so glad that i could stretch out sleep not possible however,4
we raided the piggy bank for business class owing to the length of the flight i had prior experience with jal a number of years ago and it has gotten even better comfortable pods with legroom to stretch out and sleep im and the mattresses they provide were extremely comfortable flight attendants were courteous attentive competent and seriously attractive in stylish uniforms food both japanese and western was excellent our return flight was from haneda airport and we availed ourselves of their business class lounge while waiting to board best ive ever seen ありがとうございました arigatōgozaimashita,5
i flew to tokyo by jal in november for two weeks visit in japan the service on sky is excellent and cabin crew were always plite with gentle smile food was lovely and snacks were always given away between as well the entertainment didnt bore me out in the toilet cubicles there were handwritten messages from the crews on the day it was heartwarming it is a long flight but jal will give you a comfortable journey for sure,5
enjoyed my week trip nonstop direct flight aboard boeing on jal from jfk ny to narita japan and return on jal this composite plane allows more pleasant humidity level thus avoiding that typical dry scratchy feeling and a little more leg room the stewardesses are polite pleasant efficient and work hard to keep everyone happy my return trip was a bonus had seats to myself to stretch out and sleep sideways on this trip i got a prepaid sim card at narita arrival for my unlocked iphone good for month unlimited data g for us it worked out great got all my emails text google gps without worrying about data use or if wifi available for phone conversation use in japan or to call my friends and family in usa for free used apps whatsapp and line whatsapp worked flawlessly for text photos videos video calls and phone calls,5
flight is on time flight stewardess are friendly and accomodating as always it must be the japanese culture,4
for long haul flights i will choose japan airlines whenever i can their economy seat is better than most airlines ive taken and the meals served are quite decent some flights can be quite packed because of the configuration but besides that ive mostly had good experiences with jal,4
excellent airline even though economy the seats were spacious enough the food was delicious the hostesses attentive movie and audio were better than the average airline,5
im only tall and even i feel the pinch of not enough legroom but there was plenty on this flight the staff were more than friendly and attentive the food was very good for airline food too this is a win,5
impressed with the hospitality and the way they take care of small details the quality of food and taste was so good and they were happy to customized as per my needs i m sure would love to travel again with them,4
amazing flight with jal they are so efficient friendly and great i highly recommend this flight and airline,5
i took jals overnight flight from tokyo haneda to bangkok in business class prior to departure i visited the lounge as jals first class lounge in haneda is closed for renovation first class passengers and jal and oneworld elite members ie emerald are directed to the sakura skyview lounge instead on the th floor near gate the lounge was very spacious with lots of seating in the buffet dining area and elsewhere the buffet had a good selection of food including jals trademark beef curry but does not have any made to order stations as found in jals first class lounge in narita and before in haneda the lounge was not very busy when i got there around pm for my am flight it picked up a bit closer to pm but there were still plenty of seats for everyone to stretch out a bit with empty seats buffers for all i made my way to my gate a bit early and lined up in group for oneworld emeralds and jal top tier members jal sorts passengers into groups and has separate lines for each group very orderly uncharacteristically the flight was late in boarding by about to minutes as a result pushback was also late at about am for the am scheduled flight take off was about am with the video monitor showing a flight time of hours minutes the flight was operated with a b equipped with the sky suite iii horizontal fully flatbed seat laid out xx in business class i had the first window seat a which was nice as it was on the side with an additional toilet at the front and the front galley was located on the other side of the plane so there was no galley noise or traffic near my seat the downside for seat a is that it only has one window whereas most other window seats appear to have two windows the sky suite iii seat is a bit unusual in that it does not have a leg rest that can be raised in recline position like the sky suite ii seat instead the entire seat just slides forward and flattens out for recline to a flatbed when fully reclined to the bed position the passengers legs fit into quite a deep hole under the video screen but as a result the exit space to the aisle is located quite high up the body when lying down so it is a bit difficult to exit to the aisle from the bed position there is a small storage cabinet on the window side of the seat to store the headphones and the bottled water provided on boarding and there is another storage space under the armrest on the aisle side which can be raised or lowered with the aisle side armrest lowered there is extra width to the seat in bed position but i found the material of the armrest to be a bit too hard to comfortably rest my arms on it as opposed to on the cushioned seat that said and also perhaps because it was a late night flight i found the sky suite iii to be quite comfortable to sleep in and slept for about ½ hours on the flight on boarding business class passengers found a form at their seat for them to fill in as to breakfast preference i opted to be woken up for breakfast and chose the japanese menu as soon as we took off and the seatbelt sign was turned off i reclined my seat to bed position and fell asleep fairly quickly about two hours before landing the lights were turned on and breakfast was served as usual the japanese meal was both beautifully presented and delicious i also had some coffee as jal serves special coffee in business class sourced from a coffee hunter based in tokyo the coffee is always excellent and jal even includes a description of the coffee of the month in the menu with growing region background and tasting notes just like for wines our flight landed a few minutes early at am immigration was quick as business class passengers have use of the premium lane which only had a couple of people in each line therefore i was at the luggage carousel before the first bags started arriving about half an hour after our flight landed one of the benefits of an overnight flight is that bangkoks notorious traffic is not a factor at all and i was able to get into the city center in only about half an hour with the light traffic of early morning,5
we enjoyed our long flight on jal checkin was efficient and friendly the was clean with the longest seat pitch in economy that we have experienced recenltly the flight staff were well groomed friendly and provided excellent service the meals served were very goodbetter than us carriers accompanied by a good selection of complimentary beverages including beer wine and champagne the entertainment system was good with an excellent set of earphones that were provided,5
travelled on their b on their rd flight to hnd of the day ground service was polite as usual unable to purchase j class as it was a full flight plane was new newspaper and sweets souvenirs were given at the entrance upon boarding round of drinks were provided in this hr of the flight newly furburised seats were of light made material with minimal padding and recline however legroom was better than the europrean flights within europe individual air vents were available at each seat it provided some relief as the air con was not switched on during take off and landing jal inflight and ground service are as exceptional as always,5
i also returned on jal and both directions were top service and comfort i had paid extra for legroom and felt on both flights that i was at home in my comfy chair in front of my tv when i return to the east i will book wherever possible jal,5
i havent flown with them yet but they have stunned me with their profoundly poor customer service and amateurish communications they changed my flight notifying me in a poorly written note that included only a phone number from within japan the only available number for jal inside the us was overwhelmed sometimes busy and did not have an option for me so they hung up eventually they didnt address my companions ticket or changes for a connecting flight and my locator number no longer works and so forth and so on i wrote them through their website and received another strangely poor note asking me to just write them back without addressing the several issues they created seriously this is a major airline i really thought theyd be efficient i cant believe ta named them fifth best in the world,1
great customer service on board friendly crew smooth flight it was one of the quieter planes ive been in and even though we were told there might be turbulence it seemed a very comfortable flight they serve plenty of food on this hour flight i just found it rather bland but thats just me,4
i wrote my review of this flight but was unable to upload photos of the cx lounge and jal flight earlier here are the photos,5
ive flown jal business class several times not the best business class but im happy with it the service by the flight attendants was great the actual flight was comfortable flight departed on time and hours later with a minute stop at tokyo narita to change planes for another hours flying time to manila it actually seemed quite quick now to get over the jet lag thanks jal see you again,4
travelled to kmq on their first flight out from hnd on a full flight at am we were terribly late and reached the check in counter mins before the flight ground staff were kind to print our boarding pass and personally escort us to the gate with our big suitcases the suitcases were loaded to the aircraft at the boarding gate flight crew were courteous and did one round of drink service seats had little padding and recline however leg room was good they deserve a star rating in skytrax,5
good service nice smooth flight seat is not the best but plenty of leg room no complaints arrived on time flying pe grated access to jal private lounge in narita upon landing while waiting for connecting flight very good lounge so i would recommend,5
japan airlines was at one time our airline of choice well times have changed we family of three missed our red eye flight am from tokyo to bangkok our mistake regarding the date and we took full responsibility by purchasing tickets from another airline because japan air could not help us get to thailand the return portion of the flight remained unchanged but to our dismay japan airlines cancelled our entire flight without warning they had our email address and phone numbers when we arrived to the bangkok airport for return to tokyo seat assignments in hand they said that our tickets had been cancelled even though there were empty seats in their flight the japan airlines officials refused to honor any portion of our paid tickets or to put us on the flight our option pay for new one way tickets on thai air very nice by the way and wait for hours in the bangkok airport next time we will just avoid the headache and skip japan airlines entirely they would not even give us the frequent flyer mileage we paid for stingy and bureaucratic would be two words to describe that behavior shockingly when they use japan in their name a country that excels at customer service,1
jal premium economy proved to be not only an excellent value way to travel to japan but an excellent way to start my time in japan a dedicated check in line was swiftly able to check in me in then provide an express path card for departure security and immigration one of the great things jal offers for premium economy guests is business class lounge access both in sydney and tokyo the qantas lounge is pleasant enough more so early on before it gets crowded with a reasonable selection of food and drinks big plus is the barista made coffee after heading to the gate priority boarding is offered also the premium seats are very comfortable both in width and pitch with a dedicated leg rest and foot rest also provided a comfortable blanket pillow was waiting on arrival along with a basic amenity kit more than adequate for this flight recline was excellent and being a shell seat you wont have anyone reclining into your space or legroom on the food front food is the same as economy with the addition of a few drinks such as sparkling wine and sake food was of high quality by economy standards for both taste and presentation udon noodles are available in between meals and a small snack bar is available also in the galley entertainment wise jal is definitely lacking compared to other carriers however there was more than enough to pass the time wifi is available and is reasonably priced the crew were warm engaging and helpful both during meal services and otherwise,5
i flew jal from vancouver to narita in business class prior to the flight i opted to use the cathay pacific lounge rather than the plaza premium third party lounge offered by jal since the cx lounge is much nicer and much less crowded plaza premium allows anyone to enter by paying always crowded as usual excellent service in the cx lounge particularly as the jal flight is about a half hour earlier than the cx flight so the cx passengers largely had not arrived at the lounge yet when i was there cx offers the noodle bar with hot food to order and also a side buffet with sandwiches salads desserts i tried the chicken risotto quite good but a bit too salty and shrimp dumplings wrapping stuck to the paper so both dumplings ripped open when i tried to pick them up but did not want more food since i had to save room for the great meal service on jal general boarding for the pm flight commenced promptly at pm preboards those who require assistance and young children started earlier around pm jal has switched to a b instead of the b dreamliner for this route the tradeoff is an older plane but better seats in business class with sky suite ii fully flat bed seats instead of the angle flat shell flat neo on the b dreamliner the seats are configured xx with just rows and seats in the business class cabin considerably less than the to seats on the dreamliner configured xx every seat has direct aisle access and the window seats alternate rows with a console beside the seat on the window side or the aisle side my seat a has the console on the aisle side so provided a bit more privacy from what happens in the aisle in addition to converting to a fully flat bed the sky suite ii seats also have a lower back massage function which felt quite nice the flight was slightly late on pushback due to some passengers boarding a bit late and then there was quite a wait after pushback before the plane started to move to taxi and ultimately take off was a bit after pm the flight was not very full in business class with about empty seats out of though one was being used as a pilot rest seat as always a highlight of the flight are the meal services with each meal being beautifully presented i had the japanese meal for the lunch served after take off which started with a bento box of delicious and visually attractive starters then rice with both salmon and sukiyaki beef and finished with the lemon mousse cake dessert jal serves a special coffee in business class and the menu describes in detail the coffee of the month much as a wine review would describe a wine as a result i always have at least a couple of cups of coffee on jal flights for the second meal i chose the western option of a ham and cheese frittata also good but was disappointed the croissant came bare without any butter or jam there appeared to be at least cabin stewards including the purser attending to the small business class cabin so service was very attentive and always courteous and excellent they seem to be constantly cleaning the toilets even taking the time to fold the toilet paper into a triangle at the end a gentleman was celebrating his birthday that day and the cabin crew actually brought him a bottle of champagne a little fruit plate and a small gift bag and sang happy birthday to him cabin staff even went around to the other guests to ask them to join in the celebration the entertainment system is a bit weaker in selection than perhaps cathay pacific partly because many selections are japanese only due to the time of the flight i did not sleep much as it was mostly afternoon and early evening vancouver time but did find the flat bed comfortable enough for napping the flight was quite turbulent and at the wrong times during both meal service for the second meal service the turbulence was sufficient to cause the cabin crew to serve coffee in a paper cup with a plastic lid instead of a ceramic cup due to a combination of the late pushback and takeoff and probably a relatively long flight time we arrived around minutes late perhaps this was the reason we had a remote stand and had to walk down steps and be bused to the terminal arriving around pm into narita is a horrible time for immigration lineups with so many arriving passengers flooding towards the passport control counters that airport staff had to hold up signs indicating where the end of the queue line was all told it took about minutes from the plane touching down on the runway to my exiting into the arrivals hall after passport control and customs there is no priority immigration lane that can be used by jal business class passengers so everyone just joins the general line all in all another excellent flight on jal with excellent service and food,5
what a dump this airlines is i highly do not recommend anyone to fly with japan airlines particularly for long flights firstly they starve you with insufficient meals on board their solution to this is to provide you with instant noodles when you are starving great so no just starve you but make you malnuourished at the same time secondly they try to blind you with overly bright fluorescent lighting both in the plane as well as when youre in transit in narita airport unless you love fluorescent lighting i advise you to avoid this airline at all costs thirdly when you then had enough of their crappy service and you go to cancel the return flight while in boston they put you on hold for an hour just to cancel the flight no cancellation via internet allowed i dont know why is this the s all in all a nightmare experience created by the japanese like youre caught in some bad hentai movie with no escape and with crappy lights to boot,1
i am an american airline aa member and have recently booked my flight between chicago and japan using aa mileage points from chicago to japan there is only one aa flight service so i had no choice to book the aa flight operated by japan airline jal then i tried to select my seat in advance but simply was unable to do it so i contacted aa and learnt that jal is very strict about seat selection for code share flights irrespective of the aa membership levels this is ridiculous given that both aa and jal are now oneworld alliance members and also given that aa passengers may have to use the aa flight operated by jal if it is the only one aa flight service provided i have no intention of becoming a jal member again i am japanese and used to be a jal member only to solve this issue ie i have more domestic travels in us relative to flying between japan and us japanese airline companies including jal provide excellent care and service to passengers which i like very much but jal and probably all nippon airways can be more flexible about seat selection for code share flights,2
first leg ending in narita japan second let to vancouver bc ive had better food on an airline quantas and american come to mind but im not so sure the service on japan air has its equal in my own experiences which only include british and alitalia to the above for international flights these people never stop looking for someone to attend to they came around at least ten times with drinks four times with food and once with warm towels they are quick to attend to small children and those that just look like they need something if they do or not love this airline i would fly them anytime,5
this plane blew me away as i walked in the door past the first class seats wow then got to my seat i could actually sit and had room for my legs then the service started free meals to be exact hot clothes about every hrs to refresh you drinks non alcohol all u wanted watched excellent movies free as well very comfortable seats the bathroom wow again evan had toothbrushes if you desired wrapped i strongly recommend this airline my best by far experience on any airline,5
very comfortable journey with courteous service variety of inflight entertainment and serving requested special meal on priority,4
after the terrible experience with cathay pacific last monrth i decided to try jal for this trip been a long time and regret not using them again sooner benefit of jl is that flight is that it boards from the t at ord so no need to make the trip over to t plane is a service and catering was excellent very generous measures for all drinks too only small negatives are that the business seat space is a little tight with the jal staggered configuration and the window seats could do with more storage space also took a look at the premium economy cabin seats seemed spacious and comfortable and cabin has much better design for the twin toilet area compared to cathay pacifics noisy and poorly placed single toilet on the plane will definitely be using the jal pe service in the future the fare paid for this trip was surprisingly reasonable and the connection flight jl continued the excellemnt level of service,5
this is the first time we flew japan airlines we we treated so nicely and at time did not know to handle the japanese politeness and courtesy but nice to get pampered the whole experience was flawless from check in to deplaning no hassles and issues outstanding service,5
very good food despite my wanting to do as much japanese as possible the wagyu beef for the western selection was fantastic you can get robes a mattress pad and other things but you have to ask slippers with a shoe horn light blankets and pillow along with the amenity bag are standard bs class very nice the flight attendants sailed down the aisles with smiles but i couldnt get their attention then i pushed the call button by mistake and instantly two attendants were there to help me thats when i learned you have to ask i was politely waiting until they had time to notice me and they were politely allowing my privacy the lounge was good but not great at first we were disappointed until we realized that the real food was upstairs yes there was a sign duh,4
flight cancelled alternative involves hours in tokyo transferring to haneda from narita at my own expense arriving hours later stupid useless airline cant even run a schedule never again,1
ground staff amazing despite the english japanese barriers hey even my japanese does not go far into airline technical language these women were so helpful lot of support to get my bag to me for the next day promised to contact my hotel they did promised to find the bag they did they could see i was tired and stressed so courteous to this soon to be cranky traveler i wasnt happily the desk staff had to fix about five airlines issues about baggage about staff to help many issues they post a whopping big sign that i almost fell over to attract my attention enroute to baggage carousel i asked a random staff member they had a list of passenger issues and directed me to that main desk all had my details while i could make judgmental comparisons of other destinations i wont they do not deserve the space here for the terrific staff trying their best friendly at pm my crankometer rises after pm if i get my bag or not that is not the issue it was the amazing service,5
amazing quality and service bento boxes salmon legroom is incredible consolelike games on entertainment system,5
we are regular patrons of jal flying from vancouver to manila with stop overs in japan and have always been very satisfied with the overall service this year it was a marked disappointment with the downgrade of air craft from the dreamliner to a boeing it was not a pleasure to fly a long transpacific journey on a smaller uncomfortable aircraft which lacks the luxury of size of the planes used in the past that it was a disappointment would be to put it very mildly more so on the return journey they ran out of the western breakfast as requested by my husband unacceptable for a business class service otherwise the service was as usual excellent on one note the new amenity bag by maison kitsune a brand i like is rather useless in its flat sizer,3
